Coding System (Read),Codes,Description,Entity type,Category
Read,95690990,,res67: Hypertension_Drug_Code,drug
Read,95691990,,res67: Hypertension_Drug_Code,drug
Read,95699990,,res67: Hypertension_Drug_Code,drug
Read,95700990,,res67: Hypertension_Drug_Code,drug
Read,95701990,,res67: Hypertension_Drug_Code,drug
Read,95702990,,res67: Hypertension_Drug_Code,drug
Read,95712990,,res67: Hypertension_Drug_Code,drug
Read,95714990,,res67: Hypertension_Drug_Code,drug
Read,95715990,,res67: Hypertension_Drug_Code,drug
Read,95716990,,res67: Hypertension_Drug_Code,drug
Read,95717990,,res67: Hypertension_Drug_Code,drug
Read,95723990,,res67: Hypertension_Drug_Code,drug
Read,95723998,,res67: Hypertension_Drug_Code,drug
Read,95724990,,res67: Hypertension_Drug_Code,drug
Read,95724996,,res67: Hypertension_Drug_Code,drug
Read,95724997,,res67: Hypertension_Drug_Code,drug
Read,95724998,,res67: Hypertension_Drug_Code,drug
Read,95730997,,res67: Hypertension_Drug_Code,drug
Read,95730998,,res67: Hypertension_Drug_Code,drug
Read,95787990,,res67: Hypertension_Drug_Code,drug
Read,95788990,,res67: Hypertension_Drug_Code,drug
Read,95789990,,res67: Hypertension_Drug_Code,drug
Read,95790990,,res67: Hypertension_Drug_Code,drug
Read,95799996,,res67: Hypertension_Drug_Code,drug
Read,95799997,,res67: Hypertension_Drug_Code,drug
Read,95799998,,res67: Hypertension_Drug_Code,drug
Read,95800996,,res67: Hypertension_Drug_Code,drug
Read,95800997,,res67: Hypertension_Drug_Code,drug
Read,95800998,,res67: Hypertension_Drug_Code,drug
Read,95836997,,res67: Hypertension_Drug_Code,drug
Read,95836998,,res67: Hypertension_Drug_Code,drug
Read,95852990,,res67: Hypertension_Drug_Code,drug
Read,95853998,,res67: Hypertension_Drug_Code,drug
Read,95855998,,res67: Hypertension_Drug_Code,drug
Read,95856997,,res67: Hypertension_Drug_Code,drug
Read,95856998,,res67: Hypertension_Drug_Code,drug
Read,95870998,,res67: Hypertension_Drug_Code,drug
Read,95871997,,res67: Hypertension_Drug_Code,drug
Read,95871998,,res67: Hypertension_Drug_Code,drug
Read,95922990,,res67: Hypertension_Drug_Code,drug
Read,95923990,,res67: Hypertension_Drug_Code,drug
Read,95924990,,res67: Hypertension_Drug_Code,drug
Read,95938990,,res67: Hypertension_Drug_Code,drug
Read,95940990,,res67: Hypertension_Drug_Code,drug
Read,95942990,,res67: Hypertension_Drug_Code,drug
Read,95958997,,res67: Hypertension_Drug_Code,drug
Read,95958998,,res67: Hypertension_Drug_Code,drug
Read,95959990,,res67: Hypertension_Drug_Code,drug
Read,95959997,,res67: Hypertension_Drug_Code,drug
Read,95959998,,res67: Hypertension_Drug_Code,drug
Read,95961990,,res67: Hypertension_Drug_Code,drug
Read,95962990,,res67: Hypertension_Drug_Code,drug
Read,95963990,,res67: Hypertension_Drug_Code,drug
Read,95989990,,res67: Hypertension_Drug_Code,drug
Read,95990990,,res67: Hypertension_Drug_Code,drug
Read,95991990,,res67: Hypertension_Drug_Code,drug
Read,95998990,,res67: Hypertension_Drug_Code,drug
Read,95999990,,res67: Hypertension_Drug_Code,drug
Read,96000990,,res67: Hypertension_Drug_Code,drug
Read,96098992,,res67: Hypertension_Drug_Code,drug
Read,96099992,,res67: Hypertension_Drug_Code,drug
Read,96125997,,res67: Hypertension_Drug_Code,drug
Read,96125998,,res67: Hypertension_Drug_Code,drug
Read,96164990,,res67: Hypertension_Drug_Code,drug
Read,96169990,,res67: Hypertension_Drug_Code,drug
Read,96178990,,res67: Hypertension_Drug_Code,drug
Read,96180990,,res67: Hypertension_Drug_Code,drug
Read,96214998,,res67: Hypertension_Drug_Code,drug
Read,96365990,,res67: Hypertension_Drug_Code,drug
Read,96368996,,res67: Hypertension_Drug_Code,drug
Read,96368997,,res67: Hypertension_Drug_Code,drug
Read,96368998,,res67: Hypertension_Drug_Code,drug
Read,96406997,,res67: Hypertension_Drug_Code,drug
Read,96406998,,res67: Hypertension_Drug_Code,drug
Read,96456997,,res67: Hypertension_Drug_Code,drug
Read,96456998,,res67: Hypertension_Drug_Code,drug
Read,96631998,,res67: Hypertension_Drug_Code,drug
Read,96632997,,res67: Hypertension_Drug_Code,drug
Read,96632998,,res67: Hypertension_Drug_Code,drug
Read,96633998,,res67: Hypertension_Drug_Code,drug
Read,96640989,,res67: Hypertension_Drug_Code,drug
Read,96640990,,res67: Hypertension_Drug_Code,drug
Read,96657990,,res67: Hypertension_Drug_Code,drug
Read,96658990,,res67: Hypertension_Drug_Code,drug
Read,96661988,,res67: Hypertension_Drug_Code,drug
Read,96664990,,res67: Hypertension_Drug_Code,drug
Read,96665988,,res67: Hypertension_Drug_Code,drug
Read,96665989,,res67: Hypertension_Drug_Code,drug
Read,96667990,,res67: Hypertension_Drug_Code,drug
Read,96668988,,res67: Hypertension_Drug_Code,drug
Read,96668989,,res67: Hypertension_Drug_Code,drug
Read,96678990,,res67: Hypertension_Drug_Code,drug
Read,96679988,,res67: Hypertension_Drug_Code,drug
Read,96679989,,res67: Hypertension_Drug_Code,drug
Read,96684990,,res67: Hypertension_Drug_Code,drug
Read,96686990,,res67: Hypertension_Drug_Code,drug
Read,96687988,,res67: Hypertension_Drug_Code,drug
Read,96687989,,res67: Hypertension_Drug_Code,drug
Read,96687990,,res67: Hypertension_Drug_Code,drug
Read,96689990,,res67: Hypertension_Drug_Code,drug
Read,96690988,,res67: Hypertension_Drug_Code,drug
Read,96690989,,res67: Hypertension_Drug_Code,drug
Read,96690990,,res67: Hypertension_Drug_Code,drug
Read,96795996,,res67: Hypertension_Drug_Code,drug
Read,96795997,,res67: Hypertension_Drug_Code,drug
Read,96795998,,res67: Hypertension_Drug_Code,drug
Read,96796992,,res67: Hypertension_Drug_Code,drug
Read,96796996,,res67: Hypertension_Drug_Code,drug
Read,96796997,,res67: Hypertension_Drug_Code,drug
Read,96796998,,res67: Hypertension_Drug_Code,drug
Read,96804998,,res67: Hypertension_Drug_Code,drug
Read,96822990,,res67: Hypertension_Drug_Code,drug
Read,96832988,,res67: Hypertension_Drug_Code,drug
Read,96832989,,res67: Hypertension_Drug_Code,drug
Read,96832990,,res67: Hypertension_Drug_Code,drug
Read,96857992,,res67: Hypertension_Drug_Code,drug
Read,96870990,,res67: Hypertension_Drug_Code,drug
Read,96876989,,res67: Hypertension_Drug_Code,drug
Read,96876990,,res67: Hypertension_Drug_Code,drug
Read,96882992,,res67: Hypertension_Drug_Code,drug
Read,96888996,,res67: Hypertension_Drug_Code,drug
Read,96888997,,res67: Hypertension_Drug_Code,drug
Read,96888998,,res67: Hypertension_Drug_Code,drug
Read,96900990,,res67: Hypertension_Drug_Code,drug
Read,96902988,,res67: Hypertension_Drug_Code,drug
Read,96902989,,res67: Hypertension_Drug_Code,drug
Read,96902990,,res67: Hypertension_Drug_Code,drug
Read,96904988,,res67: Hypertension_Drug_Code,drug
Read,96904989,,res67: Hypertension_Drug_Code,drug
Read,96904990,,res67: Hypertension_Drug_Code,drug
Read,96908997,,res67: Hypertension_Drug_Code,drug
Read,96908998,,res67: Hypertension_Drug_Code,drug
Read,96927992,,res67: Hypertension_Drug_Code,drug
Read,96993988,,res67: Hypertension_Drug_Code,drug
Read,97039990,,res67: Hypertension_Drug_Code,drug
Read,97040990,,res67: Hypertension_Drug_Code,drug
Read,97048992,,res67: Hypertension_Drug_Code,drug
Read,97060998,,res67: Hypertension_Drug_Code,drug
Read,97086992,,res67: Hypertension_Drug_Code,drug
Read,97116989,,res67: Hypertension_Drug_Code,drug
Read,97122990,,res67: Hypertension_Drug_Code,drug
Read,97139989,,res67: Hypertension_Drug_Code,drug
Read,97139990,,res67: Hypertension_Drug_Code,drug
Read,97159990,,res67: Hypertension_Drug_Code,drug
Read,97204996,,res67: Hypertension_Drug_Code,drug
Read,97204997,,res67: Hypertension_Drug_Code,drug
Read,97204998,,res67: Hypertension_Drug_Code,drug
Read,97214997,,res67: Hypertension_Drug_Code,drug
Read,97214998,,res67: Hypertension_Drug_Code,drug
Read,97241998,,res67: Hypertension_Drug_Code,drug
Read,97251998,,res67: Hypertension_Drug_Code,drug
Read,97267998,,res67: Hypertension_Drug_Code,drug
Read,97272997,,res67: Hypertension_Drug_Code,drug
Read,97272998,,res67: Hypertension_Drug_Code,drug
Read,97337998,,res67: Hypertension_Drug_Code,drug
Read,97347992,,res67: Hypertension_Drug_Code,drug
Read,97359997,,res67: Hypertension_Drug_Code,drug
Read,97359998,,res67: Hypertension_Drug_Code,drug
Read,97382996,,res67: Hypertension_Drug_Code,drug
Read,97382997,,res67: Hypertension_Drug_Code,drug
Read,97382998,,res67: Hypertension_Drug_Code,drug
Read,97491998,,res67: Hypertension_Drug_Code,drug
Read,97510998,,res67: Hypertension_Drug_Code,drug
Read,97551998,,res67: Hypertension_Drug_Code,drug
Read,97552998,,res67: Hypertension_Drug_Code,drug
Read,97635998,,res67: Hypertension_Drug_Code,drug
Read,97649998,,res67: Hypertension_Drug_Code,drug
Read,97707996,,res67: Hypertension_Drug_Code,drug
Read,97707997,,res67: Hypertension_Drug_Code,drug
Read,97707998,,res67: Hypertension_Drug_Code,drug
Read,97733989,,res67: Hypertension_Drug_Code,drug
Read,97733990,,res67: Hypertension_Drug_Code,drug
Read,97733996,,res67: Hypertension_Drug_Code,drug
Read,97733997,,res67: Hypertension_Drug_Code,drug
Read,97733998,,res67: Hypertension_Drug_Code,drug
Read,97741992,,res67: Hypertension_Drug_Code,drug
Read,97764988,,res67: Hypertension_Drug_Code,drug
Read,97764989,,res67: Hypertension_Drug_Code,drug
Read,97764990,,res67: Hypertension_Drug_Code,drug
Read,97790998,,res67: Hypertension_Drug_Code,drug
Read,97793988,,res67: Hypertension_Drug_Code,drug
Read,97793989,,res67: Hypertension_Drug_Code,drug
Read,97793990,,res67: Hypertension_Drug_Code,drug
Read,97820989,,res67: Hypertension_Drug_Code,drug
Read,97820990,,res67: Hypertension_Drug_Code,drug
Read,97821989,,res67: Hypertension_Drug_Code,drug
Read,97821998,,res67: Hypertension_Drug_Code,drug
Read,97822998,,res67: Hypertension_Drug_Code,drug
Read,97831989,,res67: Hypertension_Drug_Code,drug
Read,97831990,,res67: Hypertension_Drug_Code,drug
Read,97832988,,res67: Hypertension_Drug_Code,drug
Read,97832989,,res67: Hypertension_Drug_Code,drug
Read,97832990,,res67: Hypertension_Drug_Code,drug
Read,97833988,,res67: Hypertension_Drug_Code,drug
Read,97833989,,res67: Hypertension_Drug_Code,drug
Read,97833990,,res67: Hypertension_Drug_Code,drug
Read,97895989,,res67: Hypertension_Drug_Code,drug
Read,97896989,,res67: Hypertension_Drug_Code,drug
Read,97904990,,res67: Hypertension_Drug_Code,drug
Read,97939989,,res67: Hypertension_Drug_Code,drug
Read,97939990,,res67: Hypertension_Drug_Code,drug
Read,97955979,,res67: Hypertension_Drug_Code,drug
Read,97958979,,res67: Hypertension_Drug_Code,drug
Read,97981979,,res67: Hypertension_Drug_Code,drug
Read,98003979,,res67: Hypertension_Drug_Code,drug
Read,98027979,,res67: Hypertension_Drug_Code,drug
Read,98033979,,res67: Hypertension_Drug_Code,drug
Read,98045979,,res67: Hypertension_Drug_Code,drug
Read,98046979,,res67: Hypertension_Drug_Code,drug
Read,98047979,,res67: Hypertension_Drug_Code,drug
Read,98049979,,res67: Hypertension_Drug_Code,drug
Read,98052979,,res67: Hypertension_Drug_Code,drug
Read,98058990,,res67: Hypertension_Drug_Code,drug
Read,98093979,,res67: Hypertension_Drug_Code,drug
Read,98097979,,res67: Hypertension_Drug_Code,drug
Read,98106979,,res67: Hypertension_Drug_Code,drug
Read,98113979,,res67: Hypertension_Drug_Code,drug
Read,98115979,,res67: Hypertension_Drug_Code,drug
Read,98117979,,res67: Hypertension_Drug_Code,drug
Read,98118979,,res67: Hypertension_Drug_Code,drug
Read,98128979,,res67: Hypertension_Drug_Code,drug
Read,98153998,,res67: Hypertension_Drug_Code,drug
Read,98169997,,res67: Hypertension_Drug_Code,drug
Read,98169998,,res67: Hypertension_Drug_Code,drug
Read,98216996,,res67: Hypertension_Drug_Code,drug
Read,98216997,,res67: Hypertension_Drug_Code,drug
Read,98216998,,res67: Hypertension_Drug_Code,drug
Read,98231992,,res67: Hypertension_Drug_Code,drug
Read,98267998,,res67: Hypertension_Drug_Code,drug
Read,98276998,,res67: Hypertension_Drug_Code,drug
Read,98290997,,res67: Hypertension_Drug_Code,drug
Read,98290998,,res67: Hypertension_Drug_Code,drug
Read,98292996,,res67: Hypertension_Drug_Code,drug
Read,98292997,,res67: Hypertension_Drug_Code,drug
Read,98292998,,res67: Hypertension_Drug_Code,drug
Read,98322979,,res67: Hypertension_Drug_Code,drug
Read,98338997,,res67: Hypertension_Drug_Code,drug
Read,98338998,,res67: Hypertension_Drug_Code,drug
Read,98348990,,res67: Hypertension_Drug_Code,drug
Read,98359990,,res67: Hypertension_Drug_Code,drug
Read,98366988,,res67: Hypertension_Drug_Code,drug
Read,98366989,,res67: Hypertension_Drug_Code,drug
Read,98366990,,res67: Hypertension_Drug_Code,drug
Read,98367989,,res67: Hypertension_Drug_Code,drug
Read,98367990,,res67: Hypertension_Drug_Code,drug
Read,98405998,,res67: Hypertension_Drug_Code,drug
Read,98406998,,res67: Hypertension_Drug_Code,drug
Read,98422979,,res67: Hypertension_Drug_Code,drug
Read,98454998,,res67: Hypertension_Drug_Code,drug
Read,98457988,,res67: Hypertension_Drug_Code,drug
Read,98457989,,res67: Hypertension_Drug_Code,drug
Read,98459988,,res67: Hypertension_Drug_Code,drug
Read,98459989,,res67: Hypertension_Drug_Code,drug
Read,98459990,,res67: Hypertension_Drug_Code,drug
Read,98471997,,res67: Hypertension_Drug_Code,drug
Read,98471998,,res67: Hypertension_Drug_Code,drug
Read,98473989,,res67: Hypertension_Drug_Code,drug
Read,98488990,,res67: Hypertension_Drug_Code,drug
Read,98488998,,res67: Hypertension_Drug_Code,drug
Read,98496979,,res67: Hypertension_Drug_Code,drug
Read,98499979,,res67: Hypertension_Drug_Code,drug
Read,98553979,,res67: Hypertension_Drug_Code,drug
Read,98562979,,res67: Hypertension_Drug_Code,drug
Read,98567988,,res67: Hypertension_Drug_Code,drug
Read,98567989,,res67: Hypertension_Drug_Code,drug
Read,98567990,,res67: Hypertension_Drug_Code,drug
Read,98581979,,res67: Hypertension_Drug_Code,drug
Read,98624979,,res67: Hypertension_Drug_Code,drug
Read,98624998,,res67: Hypertension_Drug_Code,drug
Read,98625996,,res67: Hypertension_Drug_Code,drug
Read,98625997,,res67: Hypertension_Drug_Code,drug
Read,98625998,,res67: Hypertension_Drug_Code,drug
Read,98734979,,res67: Hypertension_Drug_Code,drug
Read,98755998,,res67: Hypertension_Drug_Code,drug
Read,98756998,,res67: Hypertension_Drug_Code,drug
Read,98877996,,res67: Hypertension_Drug_Code,drug
Read,98877997,,res67: Hypertension_Drug_Code,drug
Read,98877998,,res67: Hypertension_Drug_Code,drug
Read,98886997,,res67: Hypertension_Drug_Code,drug
Read,98886998,,res67: Hypertension_Drug_Code,drug
Read,98888997,,res67: Hypertension_Drug_Code,drug
Read,98888998,,res67: Hypertension_Drug_Code,drug
Read,98985996,,res67: Hypertension_Drug_Code,drug
Read,98985997,,res67: Hypertension_Drug_Code,drug
Read,98985998,,res67: Hypertension_Drug_Code,drug
Read,99013997,,res67: Hypertension_Drug_Code,drug
Read,99013998,,res67: Hypertension_Drug_Code,drug
Read,99040989,,res67: Hypertension_Drug_Code,drug
Read,99079996,,res67: Hypertension_Drug_Code,drug
Read,99079997,,res67: Hypertension_Drug_Code,drug
Read,99079998,,res67: Hypertension_Drug_Code,drug
Read,99095998,,res67: Hypertension_Drug_Code,drug
Read,99102997,,res67: Hypertension_Drug_Code,drug
Read,99102998,,res67: Hypertension_Drug_Code,drug
Read,99162997,,res67: Hypertension_Drug_Code,drug
Read,99162998,,res67: Hypertension_Drug_Code,drug
Read,99192998,,res67: Hypertension_Drug_Code,drug
Read,99266998,,res67: Hypertension_Drug_Code,drug
Read,99272998,,res67: Hypertension_Drug_Code,drug
Read,99328997,,res67: Hypertension_Drug_Code,drug
Read,99328998,,res67: Hypertension_Drug_Code,drug
Read,99334988,,res67: Hypertension_Drug_Code,drug
Read,99334989,,res67: Hypertension_Drug_Code,drug
Read,99334990,,res67: Hypertension_Drug_Code,drug
Read,99336989,,res67: Hypertension_Drug_Code,drug
Read,99384996,,res67: Hypertension_Drug_Code,drug
Read,99384997,,res67: Hypertension_Drug_Code,drug
Read,99384998,,res67: Hypertension_Drug_Code,drug
Read,99407998,,res67: Hypertension_Drug_Code,drug
Read,99458998,,res67: Hypertension_Drug_Code,drug
Read,99508989,,res67: Hypertension_Drug_Code,drug
Read,99509989,,res67: Hypertension_Drug_Code,drug
Read,99526996,,res67: Hypertension_Drug_Code,drug
Read,99526997,,res67: Hypertension_Drug_Code,drug
Read,99526998,,res67: Hypertension_Drug_Code,drug
Read,99545998,,res67: Hypertension_Drug_Code,drug
Read,99546996,,res67: Hypertension_Drug_Code,drug
Read,99546997,,res67: Hypertension_Drug_Code,drug
Read,99546998,,res67: Hypertension_Drug_Code,drug
Read,99568990,,res67: Hypertension_Drug_Code,drug
Read,99569989,,res67: Hypertension_Drug_Code,drug
Read,99569990,,res67: Hypertension_Drug_Code,drug
Read,99620988,,res67: Hypertension_Drug_Code,drug
Read,99620989,,res67: Hypertension_Drug_Code,drug
Read,99620990,,res67: Hypertension_Drug_Code,drug
Read,99622990,,res67: Hypertension_Drug_Code,drug
Read,99660996,,res67: Hypertension_Drug_Code,drug
Read,99660997,,res67: Hypertension_Drug_Code,drug
Read,99660998,,res67: Hypertension_Drug_Code,drug
Read,99670998,,res67: Hypertension_Drug_Code,drug
Read,99678997,,res67: Hypertension_Drug_Code,drug
Read,99678998,,res67: Hypertension_Drug_Code,drug
Read,99686998,,res67: Hypertension_Drug_Code,drug
Read,99721988,,res67: Hypertension_Drug_Code,drug
Read,99721989,,res67: Hypertension_Drug_Code,drug
Read,99721990,,res67: Hypertension_Drug_Code,drug
Read,99723990,,res67: Hypertension_Drug_Code,drug
Read,99724989,,res67: Hypertension_Drug_Code,drug
Read,99733998,,res67: Hypertension_Drug_Code,drug
Read,99760998,,res67: Hypertension_Drug_Code,drug
Read,99782997,,res67: Hypertension_Drug_Code,drug
Read,99782998,,res67: Hypertension_Drug_Code,drug
Read,99783997,,res67: Hypertension_Drug_Code,drug
Read,99783998,,res67: Hypertension_Drug_Code,drug
Read,99809998,,res67: Hypertension_Drug_Code,drug
Read,99810997,,res67: Hypertension_Drug_Code,drug
Read,99810998,,res67: Hypertension_Drug_Code,drug
Read,99850997,,res67: Hypertension_Drug_Code,drug
Read,99850998,,res67: Hypertension_Drug_Code,drug
Read,99851996,,res67: Hypertension_Drug_Code,drug
Read,99851997,,res67: Hypertension_Drug_Code,drug
Read,99851998,,res67: Hypertension_Drug_Code,drug
Read,99918997,,res67: Hypertension_Drug_Code,drug
Read,99918998,,res67: Hypertension_Drug_Code,drug
Read,99944996,,res67: Hypertension_Drug_Code,drug
Read,99944997,,res67: Hypertension_Drug_Code,drug
Read,99944998,,res67: Hypertension_Drug_Code,drug
Read,99975996,,res67: Hypertension_Drug_Code,drug
Read,99975997,,res67: Hypertension_Drug_Code,drug
Read,99975998,,res67: Hypertension_Drug_Code,drug
Read,99996998,,res67: Hypertension_Drug_Code,drug
Read,84038998,,res67: Hypertension_Drug_Code,drug
Read,84041998,,res67: Hypertension_Drug_Code,drug
Read,52835979,,res67: Hypertension_Drug_Code,drug
Read,52839979,,res67: Hypertension_Drug_Code,drug
Read,52855979,,res67: Hypertension_Drug_Code,drug
Read,53673979,,res67: Hypertension_Drug_Code,drug
Read,54852979,,res67: Hypertension_Drug_Code,drug
Read,58058979,,res67: Hypertension_Drug_Code,drug
Read,58096979,,res67: Hypertension_Drug_Code,drug
Read,58319979,,res67: Hypertension_Drug_Code,drug
Read,58543979,,res67: Hypertension_Drug_Code,drug
Read,58544979,,res67: Hypertension_Drug_Code,drug
Read,58545979,,res67: Hypertension_Drug_Code,drug
Read,58600979,,res67: Hypertension_Drug_Code,drug
Read,58688979,,res67: Hypertension_Drug_Code,drug
Read,60706979,,res67: Hypertension_Drug_Code,drug
Read,60707979,,res67: Hypertension_Drug_Code,drug
Read,61229979,,res67: Hypertension_Drug_Code,drug
Read,78352978,,res67: Hypertension_Drug_Code,drug
Read,78354978,,res67: Hypertension_Drug_Code,drug
Read,79827978,,res67: Hypertension_Drug_Code,drug
Read,79850978,,res67: Hypertension_Drug_Code,drug
Read,81099998,,res67: Hypertension_Drug_Code,drug
Read,81128998,,res67: Hypertension_Drug_Code,drug
Read,81450998,,res67: Hypertension_Drug_Code,drug
Read,81451998,,res67: Hypertension_Drug_Code,drug
Read,81453998,,res67: Hypertension_Drug_Code,drug
Read,81454998,,res67: Hypertension_Drug_Code,drug
Read,81456998,,res67: Hypertension_Drug_Code,drug
Read,81611998,,res67: Hypertension_Drug_Code,drug
Read,81698998,,res67: Hypertension_Drug_Code,drug
Read,81717998,,res67: Hypertension_Drug_Code,drug
Read,81728998,,res67: Hypertension_Drug_Code,drug
Read,81729998,,res67: Hypertension_Drug_Code,drug
Read,81764998,,res67: Hypertension_Drug_Code,drug
Read,81777998,,res67: Hypertension_Drug_Code,drug
Read,81787998,,res67: Hypertension_Drug_Code,drug
Read,81965998,,res67: Hypertension_Drug_Code,drug
Read,81966998,,res67: Hypertension_Drug_Code,drug
Read,82000998,,res67: Hypertension_Drug_Code,drug
Read,82001998,,res67: Hypertension_Drug_Code,drug
Read,82134998,,res67: Hypertension_Drug_Code,drug
Read,82196998,,res67: Hypertension_Drug_Code,drug
Read,82197998,,res67: Hypertension_Drug_Code,drug
Read,82426998,,res67: Hypertension_Drug_Code,drug
Read,82427998,,res67: Hypertension_Drug_Code,drug
Read,82680998,,res67: Hypertension_Drug_Code,drug
Read,82733998,,res67: Hypertension_Drug_Code,drug
Read,82734998,,res67: Hypertension_Drug_Code,drug
Read,82735998,,res67: Hypertension_Drug_Code,drug
Read,82750998,,res67: Hypertension_Drug_Code,drug
Read,82751998,,res67: Hypertension_Drug_Code,drug
Read,82894998,,res67: Hypertension_Drug_Code,drug
Read,82895998,,res67: Hypertension_Drug_Code,drug
Read,82910998,,res67: Hypertension_Drug_Code,drug
Read,82911998,,res67: Hypertension_Drug_Code,drug
Read,82912998,,res67: Hypertension_Drug_Code,drug
Read,82913998,,res67: Hypertension_Drug_Code,drug
Read,82914998,,res67: Hypertension_Drug_Code,drug
Read,82915998,,res67: Hypertension_Drug_Code,drug
Read,83059998,,res67: Hypertension_Drug_Code,drug
Read,83435998,,res67: Hypertension_Drug_Code,drug
Read,83436998,,res67: Hypertension_Drug_Code,drug
Read,83448998,,res67: Hypertension_Drug_Code,drug
Read,83449998,,res67: Hypertension_Drug_Code,drug
Read,83598998,,res67: Hypertension_Drug_Code,drug
Read,83599998,,res67: Hypertension_Drug_Code,drug
Read,83605998,,res67: Hypertension_Drug_Code,drug
Read,83606998,,res67: Hypertension_Drug_Code,drug
Read,83607998,,res67: Hypertension_Drug_Code,drug
Read,83610998,,res67: Hypertension_Drug_Code,drug
Read,83613998,,res67: Hypertension_Drug_Code,drug
Read,83614998,,res67: Hypertension_Drug_Code,drug
Read,83615998,,res67: Hypertension_Drug_Code,drug
Read,83616998,,res67: Hypertension_Drug_Code,drug
Read,83617998,,res67: Hypertension_Drug_Code,drug
Read,83618998,,res67: Hypertension_Drug_Code,drug
Read,83623998,,res67: Hypertension_Drug_Code,drug
Read,83626998,,res67: Hypertension_Drug_Code,drug
Read,83627998,,res67: Hypertension_Drug_Code,drug
Read,83702998,,res67: Hypertension_Drug_Code,drug
Read,83720998,,res67: Hypertension_Drug_Code,drug
Read,83721998,,res67: Hypertension_Drug_Code,drug
Read,83724998,,res67: Hypertension_Drug_Code,drug
Read,83725998,,res67: Hypertension_Drug_Code,drug
Read,83726998,,res67: Hypertension_Drug_Code,drug
Read,83727998,,res67: Hypertension_Drug_Code,drug
Read,83832998,,res67: Hypertension_Drug_Code,drug
Read,83835998,,res67: Hypertension_Drug_Code,drug
Read,84035998,,res67: Hypertension_Drug_Code,drug
Read,84036998,,res67: Hypertension_Drug_Code,drug
Read,84037998,,res67: Hypertension_Drug_Code,drug
Read,84040998,,res67: Hypertension_Drug_Code,drug
Read,84061998,,res67: Hypertension_Drug_Code,drug
Read,84168998,,res67: Hypertension_Drug_Code,drug
Read,84169998,,res67: Hypertension_Drug_Code,drug
Read,84176998,,res67: Hypertension_Drug_Code,drug
Read,84177998,,res67: Hypertension_Drug_Code,drug
Read,84178998,,res67: Hypertension_Drug_Code,drug
Read,84189998,,res67: Hypertension_Drug_Code,drug
Read,84253998,,res67: Hypertension_Drug_Code,drug
Read,84266998,,res67: Hypertension_Drug_Code,drug
Read,84299998,,res67: Hypertension_Drug_Code,drug
Read,84300998,,res67: Hypertension_Drug_Code,drug
Read,84313998,,res67: Hypertension_Drug_Code,drug
Read,84314998,,res67: Hypertension_Drug_Code,drug
Read,84315998,,res67: Hypertension_Drug_Code,drug
Read,84429998,,res67: Hypertension_Drug_Code,drug
Read,84430998,,res67: Hypertension_Drug_Code,drug
Read,84431998,,res67: Hypertension_Drug_Code,drug
Read,84432998,,res67: Hypertension_Drug_Code,drug
Read,84444998,,res67: Hypertension_Drug_Code,drug
Read,84445998,,res67: Hypertension_Drug_Code,drug
Read,84463998,,res67: Hypertension_Drug_Code,drug
Read,84464998,,res67: Hypertension_Drug_Code,drug
Read,84465998,,res67: Hypertension_Drug_Code,drug
Read,84534998,,res67: Hypertension_Drug_Code,drug
Read,84548998,,res67: Hypertension_Drug_Code,drug
Read,84568998,,res67: Hypertension_Drug_Code,drug
Read,84572998,,res67: Hypertension_Drug_Code,drug
Read,84649998,,res67: Hypertension_Drug_Code,drug
Read,84734998,,res67: Hypertension_Drug_Code,drug
Read,84790998,,res67: Hypertension_Drug_Code,drug
Read,84832998,,res67: Hypertension_Drug_Code,drug
Read,84890998,,res67: Hypertension_Drug_Code,drug
Read,84891998,,res67: Hypertension_Drug_Code,drug
Read,84901998,,res67: Hypertension_Drug_Code,drug
Read,84922998,,res67: Hypertension_Drug_Code,drug
Read,84924998,,res67: Hypertension_Drug_Code,drug
Read,84925998,,res67: Hypertension_Drug_Code,drug
Read,85014998,,res67: Hypertension_Drug_Code,drug
Read,85015998,,res67: Hypertension_Drug_Code,drug
Read,85016998,,res67: Hypertension_Drug_Code,drug
Read,85017998,,res67: Hypertension_Drug_Code,drug
Read,85018998,,res67: Hypertension_Drug_Code,drug
Read,85019998,,res67: Hypertension_Drug_Code,drug
Read,85025998,,res67: Hypertension_Drug_Code,drug
Read,85046998,,res67: Hypertension_Drug_Code,drug
Read,85218998,,res67: Hypertension_Drug_Code,drug
Read,85219998,,res67: Hypertension_Drug_Code,drug
Read,85375998,,res67: Hypertension_Drug_Code,drug
Read,85395998,,res67: Hypertension_Drug_Code,drug
Read,85396998,,res67: Hypertension_Drug_Code,drug
Read,85407998,,res67: Hypertension_Drug_Code,drug
Read,85414998,,res67: Hypertension_Drug_Code,drug
Read,85416998,,res67: Hypertension_Drug_Code,drug
Read,85460998,,res67: Hypertension_Drug_Code,drug
Read,85496998,,res67: Hypertension_Drug_Code,drug
Read,85512998,,res67: Hypertension_Drug_Code,drug
Read,85527978,,res67: Hypertension_Drug_Code,drug
Read,85775998,,res67: Hypertension_Drug_Code,drug
Read,85791998,,res67: Hypertension_Drug_Code,drug
Read,85792998,,res67: Hypertension_Drug_Code,drug
Read,85850998,,res67: Hypertension_Drug_Code,drug
Read,85887979,,res67: Hypertension_Drug_Code,drug
Read,85900998,,res67: Hypertension_Drug_Code,drug
